赛季,周数,人名,伴侣名,地区,国家,年龄,行业,最终名次,比赛结果,评委评分百分比,粉丝投票百分比,总百分比
11,7,Kyle Massey,Lacey Schwimmer,Georgia,United States,19,Actor/Actress,2,2nd Place,0.1607,0.248878995934613,0.409578995934613
11,7,Rick Fox,Cheryl Burke,others,Canada,41,Athlete,6,Eliminated Week 7,0.1655,0.0738138580453523,0.2393138580453523
11,8,Brandy,Maksim Chmerkoskiy,Mississippi,United States,31,Singer/Rapper,4,Eliminated Week 9,0.2151,0.086647526206816,0.301747526206816
11,8,Bristol Palin,Mark Ballas,Alaska,United States,19,TV Personality,3,3rd Place,0.1774,0.273348696562396,0.450748696562396
11,8,Jennifer Grey,Derek Hough,New York,United States,50,Actor/Actress,1,1st Place,0.2151,0.2733486854785959,0.4884486854785959
11,8,Kurt Warner,Anna Trebunskaya,Iowa,United States,39,Athlete,5,Eliminated Week 8,0.1811,0.0933057901553159,0.2744057901553159
11,8,Kyle Massey,Lacey Schwimmer,Georgia,United States,19,Actor/Actress,2,2nd Place,0.2113,0.273349301596876,0.4846493015968759
11,9,Brandy,Maksim Chmerkoskiy,Mississippi,United States,31,Singer/Rapper,4,Eliminated Week 9,0.25,0.0903994634361261,0.3403994634361261
11,9,Bristol Palin,Mark Ballas,Alaska,United States,19,TV Personality,3,3rd Place,0.2325,0.3031998755859321,0.5356998755859321
11,9,Jennifer Grey,Derek Hough,New York,United States,50,Actor/Actress,1,1st Place,0.2632,0.3032000226015309,0.5664000226015309
11,9,Kyle Massey,Lacey Schwimmer,Georgia,United States,19,Actor/Actress,2,2nd Place,0.2544,0.3032006383764108,0.5576006383764108
11,10,Bristol Palin,Mark Ballas,Alaska,United States,19,TV Personality,3,3rd Place,0.3092,0.3333330351686753,0.6425330351686753
11,10,Jennifer Grey,Derek Hough,New York,United States,50,Actor/Actress,1,1st Place,0.3614,0.333333158638965,0.694733158638965
11,10,Kyle Massey,Lacey Schwimmer,Georgia,United States,19,Actor/Actress,2,2nd Place,0.3293,0.3333338061923596,0.6626338061923596
12,1,Chelsea Kane,Mark Ballas,Arizona,United States,22,Actor/Actress,3,3rd Place,0.1014,0.1670723975494214,0.2684723975494214
12,1,Chris Jericho,Cheryl Burke,New York,United States,40,Athlete,7,Eliminated Week 6,0.0918,0.0635084964842944,0.1553084964842944
12,1,Hines Ward,Kym Johnson,others,South Korea,35,Athlete,1,1st Place,0.1014,0.1721213265050877,0.2735213265050877
12,1,Kendra Wilkinson,Louis van Amstel,California,United States,25,TV Personality,6,Eliminated Week 7,0.087,0.0660322236341605,0.1530322236341605
12,1,Kirstie Alley,Maksim Chmerkoskiy,Kansas,United States,60,Actor/Actress,2,2nd Place,0.1111,0.177351479001816,0.288451479001816
12,1,Mike Catherwood,Lacey Schwimmer,California,United States,32,Radio Personality,11,Eliminated Week 2,0.0628,0.0450442241179691,0.1078442241179691
12,1,Petra Nemcova,Dmitry Chaplin,others,Czechoslovakia,31,Model,8,Eliminated Week 5,0.087,0.0603256723768295,0.1473256723768295
12,1,Ralph Macchio,Karina Smirnoff,New York,United States,49,Actor/Actress,4,Eliminated Week 9,0.1159,0.0751288698106994,0.1910288698106994
12,1,Romeo,Chelsie Hightower,Louisiana,United States,21,Singer/Rapper,5,Eliminated Week 8,0.0918,0.0664424456578509,0.1582424456578509
12,1,Sugar Ray Leonard,Anna Trebunskaya,North Carolina,United States,54,Athlete,9,Eliminated Week 4,0.0821,0.0552655800049681,0.1373655800049681
12,1,Wendy Williams,Tony Dovolani,New Jersey,United States,46,TV Personality,10,Eliminated Week 3,0.0676,0.0517072848569023,0.1193072848569022
12,2,Chelsea Kane,Mark Ballas,Arizona,United States,22,Actor/Actress,3,3rd Place,0.0833,0.1695378918827915,0.2528378918827915
12,2,Chris Jericho,Cheryl Burke,New York,United States,40,Athlete,7,Eliminated Week 6,0.1065,0.0627497524959969,0.1692497524959968
12,2,Hines Ward,Kym Johnson,others,South Korea,35,Athlete,1,1st Place,0.1065,0.1746859668878273,0.2811859668878273
12,2,Kendra Wilkinson,Louis van Amstel,California,United States,25,TV Personality,6,Eliminated Week 7,0.088,0.0654033905999583,0.1534033905999582
12,2,Kirstie Alley,Maksim Chmerkoskiy,Kansas,United States,60,Actor/Actress,2,2nd Place,0.0926,0.1800159014881776,0.2726159014881776
12,2,Mike Catherwood,Lacey Schwimmer,California,United States,32,Radio Personality,11,Eliminated Week 2,0.0787,0.0431403629071566,0.1218403629071566
12,2,Petra Nemcova,Dmitry Chaplin,others,Czechoslovakia,31,Model,8,Eliminated Week 5,0.0833,0.059395507287673,0.142695507287673
12,2,Ralph Macchio,Karina Smirnoff,New York,United States,49,Actor/Actress,4,Eliminated Week 9,0.0972,0.0749302308084313,0.1721302308084313
12,2,Romeo,Chelsie Hightower,Louisiana,United States,21,Singer/Rapper,5,Eliminated Week 8,0.1065,0.0658342600450892,0.1723342600450892
12,2,Sugar Ray Leonard,Anna Trebunskaya,North Carolina,United States,54,Athlete,9,Eliminated Week 4,0.0787,0.054043467571623,0.132743467571623
12,2,Wendy Williams,Tony Dovolani,New Jersey,United States,46,TV Personality,10,Eliminated Week 3,0.0787,0.050263268025275,0.128963268025275
12,3,Chelsea Kane,Mark Ballas,Arizona,United States,22,Actor/Actress,3,3rd Place,0.1075,0.1784692878655959,0.2859692878655959
12,3,Chris Jericho,Cheryl Burke,New York,United States,40,Athlete,7,Eliminated Week 6,0.0981,0.0651439002700849,0.1632439002700849
12,3,Hines Ward,Kym Johnson,others,South Korea,35,Athlete,1,1st Place,0.1168,0.1838162775242333,0.3006162775242333
12,3,Kendra Wilkinson,Louis van Amstel,California,United States,25,TV Personality,6,Eliminated Week 7,0.1075,0.0680654638474856,0.1755654638474856
12,3,Kirstie Alley,Maksim Chmerkoskiy,Kansas,United States,60,Actor/Actress,2,2nd Place,0.0981,0.1893462093145005,0.2874462093145005
12,3,Petra Nemcova,Dmitry Chaplin,others,Czechoslovakia,31,Model,8,Eliminated Week 5,0.1168,0.061435228926717,0.178235228926717
12,3,Ralph Macchio,Karina Smirnoff,New York,United States,49,Actor/Actress,4,Eliminated Week 9,0.0981,0.0784758276863318,0.1765758276863318
12,3,Romeo,Chelsie Hightower,Louisiana,United States,21,Singer/Rapper,5,Eliminated Week 8,0.0935,0.0685389361040741,0.1620389361040741
12,3,Sugar Ray Leonard,Anna Trebunskaya,North Carolina,United States,54,Athlete,9,Eliminated Week 4,0.0935,0.0554763289722753,0.1489763289722753
12,3,Wendy Williams,Tony Dovolani,New Jersey,United States,46,TV Personality,10,Eliminated Week 3,0.0701,0.0512325394887012,0.1213325394887012
12,4,Chelsea Kane,Mark Ballas,Arizona,United States,22,Actor/Actress,3,3rd Place,0.1262,0.1905914637191173,0.3167914637191173
12,4,Chris Jericho,Cheryl Burke,New York,United States,40,Athlete,7,Eliminated Week 6,0.1117,0.067369501612491,0.179069501612491
12,4,Hines Ward,Kym Johnson,others,South Korea,35,Athlete,1,1st Place,0.1214,0.1962357997311559,0.3176357997311559
12,4,Kendra Wilkinson,Louis van Amstel,California,United States,25,TV Personality,6,Eliminated Week 7,0.0874,0.0707050553588763,0.1581050553588763
12,4,Kirstie Alley,Maksim Chmerkoskiy,Kansas,United States,60,Actor/Actress,2,2nd Place,0.1068,0.2020645199003394,0.3088645199003394
12,4,Petra Nemcova,Dmitry Chaplin,others,Czechoslovakia,31,Model,8,Eliminated Week 5,0.1117,0.063110861195791,0.1748108611957909
12,4,Ralph Macchio,Karina Smirnoff,New York,United States,49,Actor/Actress,4,Eliminated Week 9,0.1214,0.0824734014817931,0.2038734014817931
12,4,Romeo,Chelsie Hightower,Louisiana,United States,21,Singer/Rapper,5,Eliminated Week 8,0.1117,0.071244342641559,0.182944342641559
12,4,Sugar Ray Leonard,Anna Trebunskaya,North Carolina,United States,54,Athlete,9,Eliminated Week 4,0.1019,0.0562050543588765,0.1581050543588765
12,5,Chelsea Kane,Mark Ballas,Arizona,United States,22,Actor/Actress,3,3rd Place,0.134,0.2055224372857652,0.3395224372857652
12,5,Chris Jericho,Cheryl Burke,New York,United States,40,Athlete,7,Eliminated Week 6,0.134,0.0689373776506568,0.2029373776506568
12,5,Hines Ward,Kym Johnson,others,South Korea,35,Athlete,1,1st Place,0.1392,0.211561333680527,0.350761333680527
12,5,Kendra Wilkinson,Louis van Amstel,California,United States,25,TV Personality,6,Eliminated Week 7,0.1134,0.0723152289413573,0.1857152289413573
12,5,Kirstie Alley,Maksim Chmerkoskiy,Kansas,United States,60,Actor/Actress,2,2nd Place,0.1186,0.2177864791026786,0.3363864791026786
12,5,Petra Nemcova,Dmitry Chaplin,others,Czechoslovakia,31,Model,8,Eliminated Week 5,0.1134,0.0639111170691556,0.1773111170691556
12,5,Ralph Macchio,Karina Smirnoff,New York,United States,49,Actor/Actress,4,Eliminated Week 9,0.1134,0.0864876008904087,0.1998876008904087
12,5,Romeo,Chelsie Hightower,Louisiana,United States,21,Singer/Rapper,5,Eliminated Week 8,0.134,0.0734784253794504,0.2074784253794504
12,6,Chelsea Kane,Mark Ballas,Arizona,United States,22,Actor/Actress,3,3rd Place,0.1556,0.2235467361689358,0.3791467361689358
12,6,Chris Jericho,Cheryl Burke,New York,United States,40,Athlete,7,Eliminated Week 6,0.1222,0.0699573262096506,0.1921573262096506
12,6,Hines Ward,Kym Johnson,others,South Korea,35,Athlete,1,1st Place,0.15,0.2300767358349943,0.3800767358349943
12,6,Kendra Wilkinson,Louis van Amstel,California,United States,25,TV Personality,6,Eliminated Week 7,0.1389,0.0735369919586508,0.2124369919586508
12,6,Kirstie Alley,Maksim Chmerkoskiy,Kansas,United States,60,Actor/Actress,2,2nd Place,0.1444,0.2367949722156898,0.3811949722156897
12,6,Ralph Macchio,Karina Smirnoff,New York,United States,49,Actor/Actress,4,Eliminated Week 9,0.1333,0.0907098163761738,0.2240098163761738
12,6,Romeo,Chelsie Hightower,Louisiana,United States,21,Singer/Rapper,5,Eliminated Week 8,0.1556,0.0753774212359048,0.2309774212359047
12,7,Chelsea Kane,Mark Ballas,Arizona,United States,22,Actor/Actress,3,3rd Place,0.1698,0.244423310893091,0.414223310893091
12,7,Hines Ward,Kym Johnson,others,South Korea,35,Athlete,1,1st Place,0.1751,0.2515404779792328,0.4266404779792327
12,7,Kendra Wilkinson,Louis van Amstel,California,United States,25,TV Personality,6,Eliminated Week 7,0.1618,0.0739050866485198,0.2357050866485198
12,7,Kirstie Alley,Maksim Chmerkoskiy,Kansas,United States,60,Actor/Actress,2,2nd Place,0.1592,0.2588479642454528,0.4180479642454528
12,7,Ralph Macchio,Karina Smirnoff,New York,United States,49,Actor/Actress,4,Eliminated Week 9,0.1751,0.0947780725851836,0.2698780725851836
12,7,Romeo,Chelsie Hightower,Louisiana,United States,21,Singer/Rapper,5,Eliminated Week 8,0.1592,0.0765050876485198,0.2357050876485198
12,8,Chelsea Kane,Mark Ballas,Arizona,United States,22,Actor/Actress,3,3rd Place,0.2115,0.2677465182900569,0.4792465182900569
12,8,Hines Ward,Kym Johnson,others,South Korea,35,Athlete,1,1st Place,0.2077,0.2755462568508991,0.4832462568508991
12,8,Kirstie Alley,Maksim Chmerkoskiy,Kansas,United States,60,Actor/Actress,2,2nd Place,0.2038,0.2835380409948826,0.4873380409948826
12,8,Ralph Macchio,Karina Smirnoff,New York,United States,49,Actor/Actress,4,Eliminated Week 9,0.1769,0.0981345924320807,0.2750345924320807
12,8,Romeo,Chelsie Hightower,Louisiana,United States,21,Singer/Rapper,5,Eliminated Week 8,0.2,0.0750345914320804,0.2750345914320804
12,9,Chelsea Kane,Mark Ballas,Arizona,United States,22,Actor/Actress,3,3rd Place,0.3106,0.2927552445901361,0.603355244590136
12,9,Hines Ward,Kym Johnson,others,South Korea,35,Athlete,1,1st Place,0.2553,0.3013334307311648,0.5566334307311649
12,9,Kirstie Alley,Maksim Chmerkoskiy,Kansas,United States,60,Actor/Actress,2,2nd Place,0.2298,0.3101051513460675,0.5399051513460675
12,9,Ralph Macchio,Karina Smirnoff,New York,United States,49,Actor/Actress,4,Eliminated Week 9,0.2043,0.0958061733326316,0.3001061733326316
12,10,Chelsea Kane,Mark Ballas,Arizona,United States,22,Actor/Actress,3,3rd Place,0.3397,0.3238157006554736,0.6635157006554736
12,10,Hines Ward,Kym Johnson,others,South Korea,35,Athlete,1,1st Place,0.3397,0.3332685976890527,0.6729685976890527
12,10,Kirstie Alley,Maksim Chmerkoskiy,Kansas,United States,60,Actor/Actress,2,2nd Place,0.3206,0.3429157016554738,0.6635157016554738
13,1,Carson Kressley,Anna Trebunskaya,Pennsylvania,United States,41,TV Personality,8,Eliminated Week 5,0.0783,0.0576461503560029,0.1359461503560028
13,1,Chaz Bono,Lacey Schwimmer,California,United States,42,TV Personality,7,Eliminated Week 6,0.0783,0.0654867590022271,0.1437867590022271
13,1,Chynna Phillips,Tony Dovolani,California,United States,43,Singer/Rapper,9,Eliminated Week 4,0.1014,0.0538361531154822,0.1552361531154822
13,1,David Arquette,Kym Johnson,Virginia,United States,40,Actor/Actress,6,Eliminated Week 7,0.0829,0.0624805129462255,0.1453805129462255
13,1,Elisabetta Canalis,Valentin Chmerkovskiy,others,Italy,33,Actor/Actress,11,Eliminated Week 2,0.0691,0.0425092518585313,0.1116092518585313
13,1,Hope Solo,Maksim Chmerkoskiy,Washington,United States,30,Athlete,4,Eliminated Week 9,0.0968,0.0683873242863611,0.1651873242863611
13,1,J.R. Martinez,Karina Smirnoff,Louisiana,United States,28,Actor/Actress,1,1st Place,0.1014,0.1693511662043363,0.2707511662043363
13,1,Kristin Cavallari,Mark Ballas,Colorado,United States,24,TV Personality,10,Eliminated Week 3,0.0876,0.0440836757057996,0.1316836757057995
13,1,Metta World Peace (Ron),Peta Murgatroyd,New York,United States,31,Athlete,12,Eliminated Week 1,0.0645,0.0319814417908629,0.0964814417908629
13,1,Nancy Grace,Tristan MacManus,Georgia,United States,51,TV Personality,5,Eliminated Week 8,0.0737,0.0671453947567879,0.1408453947567879
13,1,Ricki Lake,Derek Hough,New York,United States,42,Actor/Actress,3,3rd Place,0.0922,0.1688142531757897,0.2610142531757897
13,1,Rob Kardashian,Cheryl Burke,California,United States,24,TV Personality,2,2nd Place,0.0737,0.1682779168015929,0.2419779168015929
13,2,Carson Kressley,Anna Trebunskaya,Pennsylvania,United States,41,TV Personality,8,Eliminated Week 5,0.0807,0.0596100053319996,0.1403100053319996
13,2,Chaz Bono,Lacey Schwimmer,California,United States,42,TV Personality,7,Eliminated Week 6,0.0762,0.0678757218613025,0.1440757218613025
13,2,Chynna Phillips,Tony Dovolani,California,United States,43,Singer/Rapper,9,Eliminated Week 4,0.0942,0.0555720859983724,0.1497720859983724
13,2,David Arquette,Kym Johnson,Virginia,United States,40,Actor/Actress,6,Eliminated Week 7,0.0807,0.0647128864327292,0.1454128864327292
13,2,Elisabetta Canalis,Valentin Chmerkovskiy,others,Italy,33,Actor/Actress,11,Eliminated Week 2,0.0942,0.0434577921886445,0.1376577921886445
13,2,Hope Solo,Maksim Chmerkoskiy,Washington,United States,30,Athlete,4,Eliminated Week 9,0.0852,0.070920711274998,0.156120711274998
13,2,J.R. Martinez,Karina Smirnoff,Louisiana,United States,28,Actor/Actress,1,1st Place,0.0987,0.1749071975506661,0.2736071975506661
13,2,Kristin Cavallari,Mark Ballas,Colorado,United States,24,TV Personality,10,Eliminated Week 3,0.0987,0.0451535028354482,0.1438535028354482
13,2,Nancy Grace,Tristan MacManus,Georgia,United States,51,TV Personality,5,Eliminated Week 8,0.0942,0.0696176814264008,0.1638176814264008
13,2,Ricki Lake,Derek Hough,New York,United States,42,Actor/Actress,3,3rd Place,0.1031,0.1743596623970935,0.2774596623970935
13,2,Rob Kardashian,Cheryl Burke,California,United States,24,TV Personality,2,2nd Place,0.0942,0.1738127527023446,0.2680127527023446
13,3,Carson Kressley,Anna Trebunskaya,Pennsylvania,United States,41,TV Personality,8,Eliminated Week 5,0.097,0.061678686810783,0.158678686810783
13,3,Chaz Bono,Lacey Schwimmer,California,United States,42,TV Personality,7,Eliminated Week 6,0.0759,0.0708023569321765,0.1467023569321764
13,3,Chynna Phillips,Tony Dovolani,California,United States,43,Singer/Rapper,9,Eliminated Week 4,0.1097,0.0571790585606105,0.1668790585606105
13,3,David Arquette,Kym Johnson,Virginia,United States,40,Actor/Actress,6,Eliminated Week 7,0.1013,0.0673237795267151,0.1686237795267151
13,3,Hope Solo,Maksim Chmerkoskiy,Washington,United States,30,Athlete,4,Eliminated Week 9,0.1013,0.0741381251275431,0.1754381251275431
13,3,J.R. Martinez,Karina Smirnoff,Louisiana,United States,28,Actor/Actress,1,1st Place,0.1097,0.1841561994924117,0.2938561994924117
13,3,Kristin Cavallari,Mark Ballas,Colorado,United States,24,TV Personality,10,Eliminated Week 3,0.1013,0.0454023559321763,0.1467023559321763
13,3,Nancy Grace,Tristan MacManus,Georgia,United States,51,TV Personality,5,Eliminated Week 8,0.0886,0.072712196351488,0.161312196351488
13,3,Ricki Lake,Derek Hough,New York,United States,42,Actor/Actress,3,3rd Place,0.1139,0.1835876165856227,0.2974876165856227
13,3,Rob Kardashian,Cheryl Burke,California,United States,24,TV Personality,2,2nd Place,0.1013,0.1830196246804727,0.2843196246804726
13,4,Carson Kressley,Anna Trebunskaya,Pennsylvania,United States,41,TV Personality,8,Eliminated Week 5,0.0957,0.0627871529885208,0.1584871529885207
13,4,Chaz Bono,Lacey Schwimmer,California,United States,42,TV Personality,7,Eliminated Week 6,0.1005,0.0714957640202152,0.1719957640202152
13,4,Chynna Phillips,Tony Dovolani,California,United States,43,Singer/Rapper,9,Eliminated Week 4,0.1005,0.0575732761182077,0.1580732761182077
13,4,David Arquette,Kym Johnson,Virginia,United States,40,Actor/Actress,6,Eliminated Week 7,0.11,0.0692663484701458,0.1792663484701458
13,4,Hope Solo,Maksim Chmerkoskiy,Washington,United States,30,Athlete,4,Eliminated Week 9,0.1148,0.0770085363560527,0.1918085363560527
13,4,J.R. Martinez,Karina Smirnoff,Louisiana,United States,28,Actor/Actress,1,1st Place,0.1244,0.1960910604599784,0.3204910604599784
13,4,Nancy Grace,Tristan MacManus,Georgia,United States,51,TV Personality,5,Eliminated Week 8,0.1005,0.0753949888920545,0.1758949888920545
13,4,Ricki Lake,Derek Hough,New York,United States,42,Actor/Actress,3,3rd Place,0.1388,0.1954911677237309,0.3342911677237309
13,4,Rob Kardashian,Cheryl Burke,California,United States,24,TV Personality,2,2nd Place,0.1148,0.1948917049710936,0.3096917049710936
13,5,Carson Kressley,Anna Trebunskaya,Pennsylvania,United States,41,TV Personality,8,Eliminated Week 5,0.1011,0.0637900353995692,0.1648900353995692
13,5,Chaz Bono,Lacey Schwimmer,California,United States,42,TV Personality,7,Eliminated Week 6,0.1117,0.0725166771498582,0.1842166771498581
13,5,David Arquette,Kym Johnson,Virginia,United States,40,Actor/Actress,6,Eliminated Week 7,0.133,0.0714309657137766,0.2044309657137766
13,5,Hope Solo,Maksim Chmerkoskiy,Washington,United States,30,Athlete,4,Eliminated Week 9,0.1277,0.0804540979066432,0.2081540979066432
13,5,J.R. Martinez,Karina Smirnoff,Louisiana,United States,28,Actor/Actress,1,1st Place,0.1489,0.2117165862435016,0.3606165862435015
13,5,Nancy Grace,Tristan MacManus,Georgia,United States,51,TV Personality,5,Eliminated Week 8,0.117,0.078582370625076,0.195582370625076
13,5,Ricki Lake,Derek Hough,New York,United States,42,Actor/Actress,3,3rd Place,0.1277,0.2110752002530583,0.3387752002530583
13,5,Rob Kardashian,Cheryl Burke,California,United States,24,TV Personality,2,2nd Place,0.133,0.2104340667085164,0.3434340667085164
13,6,Chaz Bono,Lacey Schwimmer,California,United States,42,TV Personality,7,Eliminated Week 6,0.1145,0.0729621647541239,0.1874621647541239
13,6,David Arquette,Kym Johnson,Virginia,United States,40,Actor/Actress,6,Eliminated Week 7,0.1386,0.0729698701606634,0.2115698701606634
13,6,Hope Solo,Maksim Chmerkoskiy,Washington,United States,30,Athlete,4,Eliminated Week 9,0.1205,0.0836705163802746,0.2041705163802746
13,6,J.R. Martinez,Karina Smirnoff,Louisiana,United States,28,Actor/Actress,1,1st Place,0.1747,0.2303380995118219,0.4050380995118219
13,6,Nancy Grace,Tristan MacManus,Georgia,United States,51,TV Personality,5,Eliminated Week 8,0.1446,0.0814620489387166,0.2260620489387166
13,6,Ricki Lake,Derek Hough,New York,United States,42,Actor/Actress,3,3rd Place,0.1747,0.229645126809771,0.4043451268097709
